餐廳名稱,餐廳連結
膳品香酥排骨-金華店,https://www.google.com/maps/place/%E8%86%B3%E5%93%81%E9%A6%99%E9%85%A5%E6%8E%92%E9%AA%A8-%E9%87%91%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x0:0x9f3fe471fd5f2522!8m2!3d22.9985415!4d120.1947455!16s%2Fg%2F11jg2b9dp6!19sChIJAAAAAAAAAAARIiVf_XHkP58?authuser=0&hl=zh-TW&rclk=1
膳品香酥排骨-光華夜市,https://www.google.com/maps/place/%E8%86%B3%E5%93%81%E9%A6%99%E9%85%A5%E6%8E%92%E9%AA%A8-%E5%85%89%E8%8F%AF%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x0:0x9ca00b19fcdea0ed!8m2!3d22.6201024!4d120.3079509!16s%2Fg%2F11v0jk13pz!19sChIJAAAAAAAAAAAR7aDe_BkLoJw?authuser=0&hl=zh-TW&rclk=1
膳品香酥排骨-聖母廟夜市,https://www.google.com/maps/place/%E8%86%B3%E5%93%81%E9%A6%99%E9%85%A5%E6%8E%92%E9%AA%A8-%E8%81%96%E6%AF%8D%E5%BB%9F%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x0:0xb4a27f65bb160e71!8m2!3d23.0670472!4d120.1276006!16s%2Fg%2F11m6c1ypyv!19sChIJAAAAAAAAAAARcQ4Wu2V_orQ?authuser=0&hl=zh-TW&rclk=1
梅花糕-功夫燒(花園夜市),"https://www.google.com/maps/place/%E6%A2%85%E8%8A%B1%E7%B3%95-%E5%8A%9F%E5%A4%AB%E7%87%92%EF%BC%88%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82%EF%BC%89/@23.0110575,120.1976388,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77006d5b8af1:0xcd768e964c800ee7!8m2!3d23.0110575!4d120.2002137!16s%2Fg%2F11lcm20_qh?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
趙記麻辣臭豆腐「花園」,"https://www.google.com/maps/place/%E8%B6%99%E8%A8%98%E9%BA%BB%E8%BE%A3%E8%87%AD%E8%B1%86%E8%85%90%E3%80%8C%E8%8A%B1%E5%9C%92%E3%80%8D/@23.0111607,120.1977521,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77151be976f9:0xe501f32dc7cafe81!8m2!3d23.0111607!4d120.200327!16s%2Fg%2F11trsb75z6?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
花園夜市干貝燒,"https://www.google.com/maps/place/%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82%E5%B9%B2%E8%B2%9D%E7%87%92/@23.0110952,120.1972368,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77cbef407f27:0x14991134384a9df8!8m2!3d23.0110952!4d120.1998117!16s%2Fg%2F11vclvmxbq?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
咖哩榮魚旦牛雜,https://www.google.com/maps/place/%E5%92%96%E5%93%A9%E6%A6%AE%E9%AD%9A%E6%97%A6%E7%89%9B%E9%9B%9C/data=!4m7!3m6!1s0x34017aef7dea4dfb:0xcad6a1b13dd3a5dd!8m2!3d22.1939841!4d113.5405973!16s%2Fg%2F11c5_1yz8s!19sChIJ-03qfe96ATQR3aXTPbGh1so?authuser=0&hl=zh-TW&rclk=1
澳門咖喱榮,https://www.google.com/maps/place/%E6%BE%B3%E9%96%80%E5%92%96%E5%96%B1%E6%A6%AE/data=!4m7!3m6!1s0x346e76598ef78d99:0x2bcb74951eb69015!8m2!3d23.0110995!4d120.1998727!16s%2Fg%2F11f2xp5gr0!19sChIJmY33jll2bjQRFZC2HpV0yys?authuser=0&hl=zh-TW&rclk=1
咖哩榮,https://www.google.com/maps/place/%E5%92%96%E5%93%A9%E6%A6%AE/data=!4m7!3m6!1s0x34017b1a7d08d3cf:0x8d5ae7b1baf8be87!8m2!3d22.1955801!4d113.5401676!16s%2Fg%2F11f5_h5n1l!19sChIJz9MIfRp7ATQRh774urHnWo0?authuser=0&hl=zh-TW&rclk=1
銀河碼頭-岩燒、酥皮濃湯,"https://www.google.com/maps/place/%E9%8A%80%E6%B2%B3%E7%A2%BC%E9%A0%AD-%E5%B2%A9%E7%87%92%E3%80%81%E9%85%A5%E7%9A%AE%E6%BF%83%E6%B9%AF/@23.0109563,120.1971771,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77004471e031:0x5f9dc0c7c74b42f5!8m2!3d23.0109563!4d120.199752!16s%2Fg%2F11lypkc0x6?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
冠軍總店木瓜牛奶,"https://www.google.com/maps/place/%E5%86%A0%E8%BB%8D%E7%B8%BD%E5%BA%97%E6%9C%A8%E7%93%9C%E7%89%9B%E5%A5%B6/@23.0107896,120.1970819,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7659814a088f:0xf2ecc32524394889!8m2!3d23.0107896!4d120.1996568!16s%2Fg%2F11f_j3lrm5?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
玉米杯杯 FRESH CORN CUP,"https://www.google.com/maps/place/%E7%8E%89%E7%B1%B3%E6%9D%AF%E6%9D%AF+FRESH+CORN+CUP/@23.0107292,120.1970645,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7726c82c9aef:0x40d9b6cd5d3eb96c!8m2!3d23.0107292!4d120.1996394!16s%2Fg%2F11tjh9p7by?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
蔡家豬血湯,https://www.google.com/maps/place/%E8%94%A1%E5%AE%B6%E8%B1%AC%E8%A1%80%E6%B9%AF/data=!4m7!3m6!1s0x346e76bb980f8be7:0x398f251185bf3e66!8m2!3d22.9872999!4d120.2353878!16s%2Fg%2F11b77bxzbc!19sChIJ54sPmLt2bjQRZj6_hREljzk?authuser=0&hl=zh-TW&rclk=1
蔡家臭豆腐豬血湯,https://www.google.com/maps/place/%E8%94%A1%E5%AE%B6%E8%87%AD%E8%B1%86%E8%85%90%E8%B1%AC%E8%A1%80%E6%B9%AF/data=!4m7!3m6!1s0x346e77004daa5f73:0xf0e57f75477a7838!8m2!3d23.010699!4d120.19971!16s%2Fg%2F11vm4mmlv1!19sChIJc1-qTQB3bjQROHh6R3V_5fA?authuser=0&hl=zh-TW&rclk=1
蔡家豬血湯臭豆腐,https://www.google.com/maps/place/%E8%94%A1%E5%AE%B6%E8%B1%AC%E8%A1%80%E6%B9%AF%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x346e77000402ecfd:0x296b6683a1b93a9e!8m2!3d22.9827537!4d120.2195213!16s%2Fg%2F11ld2sxq6p!19sChIJ_ewCBAB3bjQRnjq5oYNmayk?authuser=0&hl=zh-TW&rclk=1
蔡家臭豆腐豬血湯鹽行夜市,https://www.google.com/maps/place/%E8%94%A1%E5%AE%B6%E8%87%AD%E8%B1%86%E8%85%90%E8%B1%AC%E8%A1%80%E6%B9%AF%E9%B9%BD%E8%A1%8C%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e7700457a6031:0x2fb57d1c975bbfc6!8m2!3d23.0427504!4d120.2351311!16s%2Fg%2F11vpqx4sz1!19sChIJMWB6RQB3bjQRxr9blxx9tS8?authuser=0&hl=zh-TW&rclk=1
蔡家阿珍豬血湯,https://www.google.com/maps/place/%E8%94%A1%E5%AE%B6%E9%98%BF%E7%8F%8D%E8%B1%AC%E8%A1%80%E6%B9%AF/data=!4m7!3m6!1s0x346e7676512b6d63:0xdb6169733a31082b!8m2!3d22.9850238!4d120.1897746!16s%2Fg%2F1pzvm9pyl!19sChIJY20rUXZ2bjQRKwgxOnNpYds?authuser=0&hl=zh-TW&rclk=1
菇 Morning蔬食餐飲王行店,https://www.google.com/maps/place/%E8%8F%87+Morning%E8%94%AC%E9%A3%9F%E9%A4%90%E9%A3%B2%E7%8E%8B%E8%A1%8C%E5%BA%97/data=!4m7!3m6!1s0x346e76d41e24652b:0x21d705faa58413fa!8m2!3d23.036141!4d120.272543!16s%2Fg%2F11cmn8nwy0!19sChIJK2UkHtR2bjQR-hOEpfoF1yE?authuser=0&hl=zh-TW&rclk=1
Bonjour輕食早午餐,https://www.google.com/maps/place/Bonjour%E8%BC%95%E9%A3%9F%E6%97%A9%E5%8D%88%E9%A4%90/data=!4m7!3m6!1s0x346e766edc3e040b:0x426542af8708070d!8m2!3d22.997706!4d120.190242!16s%2Fg%2F11f1263gx0!19sChIJCwQ-3G52bjQRDQcIh69CZUI?authuser=0&hl=zh-TW&rclk=1
菇菇薯薯全素炸物店,https://www.google.com/maps/place/%E8%8F%87%E8%8F%87%E8%96%AF%E8%96%AF%E5%85%A8%E7%B4%A0%E7%82%B8%E7%89%A9%E5%BA%97/data=!4m7!3m6!1s0x346e76712817a2bd:0xffc2e0f27f6f7b66!8m2!3d22.9885712!4d120.1907188!16s%2Fg%2F11f3jfmstc!19sChIJvaIXKHF2bjQRZntvf_Lgwv8?authuser=0&hl=zh-TW&rclk=1
念念Table,https://www.google.com/maps/place/%E5%BF%B5%E5%BF%B5Table/data=!4m7!3m6!1s0x346e777912ad0f11:0x8095780c5919912!8m2!3d23.0015778!4d120.2288935!16s%2Fg%2F11qpdvhch9!19sChIJEQ-tEnl3bjQREpmRxYBXCQg?authuser=0&hl=zh-TW&rclk=1
小鳥不吃肉,https://www.google.com/maps/place/%E5%B0%8F%E9%B3%A5%E4%B8%8D%E5%90%83%E8%82%89/data=!4m7!3m6!1s0x3442ac6ba745ce11:0x71b54dcd6c0529c6!8m2!3d22.9857143!4d120.2270236!16s%2Fg%2F11by_dpxhq!19sChIJEc5Fp2usQjQRxikFbM1NtXE?authuser=0&hl=zh-TW&rclk=1
天王牛排,https://www.google.com/maps/place/%E5%A4%A9%E7%8E%8B%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x346e770042c743af:0xd799cc43d22b5415!8m2!3d23.0107495!4d120.1998302!16s%2Fg%2F11vyy96stl!19sChIJr0PHQgB3bjQRFVQr0kPMmdc?authuser=0&hl=zh-TW&rclk=1
天王牛排,https://www.google.com/maps/place/%E5%A4%A9%E7%8E%8B%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x346e77001a9f5b1b:0x8c3f9268084a51d0!8m2!3d22.98269!4d120.2191176!16s%2Fg%2F11ld2st8p3!19sChIJG1ufGgB3bjQR0FFKCGiSP4w?authuser=0&hl=zh-TW&rclk=1
天王牛排鹽行夜市,https://www.google.com/maps/place/%E5%A4%A9%E7%8E%8B%E7%89%9B%E6%8E%92%E9%B9%BD%E8%A1%8C%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e77002fc20815:0x863e1a35971e33b9!8m2!3d23.0421163!4d120.2357476!16s%2Fg%2F11y2ms9l6d!19sChIJFQjCLwB3bjQRuTMelzUaPoY?authuser=0&hl=zh-TW&rclk=1
全壘打牛排,https://www.google.com/maps/place/%E5%85%A8%E5%A3%98%E6%89%93%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x346e777fd6a58d5b:0x98046a2c36aac649!8m2!3d23.0104211!4d120.200071!16s%2Fg%2F11kqt69s6q!19sChIJW42l1n93bjQRScaqNixqBJg?authuser=0&hl=zh-TW&rclk=1
武聖夜市 阿樂牛排,https://www.google.com/maps/place/%E6%AD%A6%E8%81%96%E5%A4%9C%E5%B8%82+%E9%98%BF%E6%A8%82%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x346e768a83c02db5:0xd65b7a06656420d4!8m2!3d23.00391!4d120.190386!16s%2Fg%2F1pzxnsxsf!19sChIJtS3Ag4p2bjQR1CBkZQZ6W9Y?authuser=0&hl=zh-TW&rclk=1
新加坡邋撒麵,https://www.google.com/maps/place/%E6%96%B0%E5%8A%A0%E5%9D%A1%E9%82%8B%E6%92%92%E9%BA%B5/data=!4m7!3m6!1s0x346e770077eb67e9:0x5a282f4c0064809a!8m2!3d23.0107508!4d120.1998577!16s%2Fg%2F11y3tyhp4z!19sChIJ6WfrdwB3bjQRmoBkAEwvKFo?authuser=0&hl=zh-TW&rclk=1
新加坡邋撒麵,https://www.google.com/maps/place/%E6%96%B0%E5%8A%A0%E5%9D%A1%E9%82%8B%E6%92%92%E9%BA%B5/data=!4m7!3m6!1s0x346e76427fbc557f:0x2758f109134a51d5!8m2!3d23.0042058!4d120.1905564!16s%2Fg%2F11f5gr_pq0!19sChIJf1W8f0J2bjQR1VFKEwnxWCc?authuser=0&hl=zh-TW&rclk=1
Sin ma新加坡叻沙,https://www.google.com/maps/place/Sin+ma%E6%96%B0%E5%8A%A0%E5%9D%A1%E5%8F%BB%E6%B2%99/data=!4m7!3m6!1s0x346e7765cf689b13:0x29a2c05610ad5bfc!8m2!3d22.9893372!4d120.1741906!16s%2Fg%2F11l783np9c!19sChIJE5toz2V3bjQR_FutEFbAoik?authuser=0&hl=zh-TW&rclk=1
大上海火鍋 高雄仁武店,https://www.google.com/maps/place/%E5%A4%A7%E4%B8%8A%E6%B5%B7%E7%81%AB%E9%8D%8B+%E9%AB%98%E9%9B%84%E4%BB%81%E6%AD%A6%E5%BA%97/data=!4m7!3m6!1s0x346e1ab36ff05e7b:0xf19fb45096d878e1!8m2!3d22.6772228!4d120.3461962!16s%2Fg%2F11ddwyw7hx!19sChIJe17wb7MabjQR4XjYllC0n_E?authuser=0&hl=zh-TW&rclk=1
大上海小火鍋,https://www.google.com/maps/place/%E5%A4%A7%E4%B8%8A%E6%B5%B7%E5%B0%8F%E7%81%AB%E9%8D%8B/data=!4m7!3m6!1s0x346e7743c88b6303:0xa68ab08a11c561e3!8m2!3d23.0107986!4d120.1998521!16s%2Fg%2F11v1194k2w!19sChIJA2OLyEN3bjQR42HFEYqwiqY?authuser=0&hl=zh-TW&rclk=1
老上海臭臭鍋24H（台南金華）,https://www.google.com/maps/place/%E8%80%81%E4%B8%8A%E6%B5%B7%E8%87%AD%E8%87%AD%E9%8D%8B24H%EF%BC%88%E5%8F%B0%E5%8D%97%E9%87%91%E8%8F%AF%EF%BC%89/data=!4m7!3m6!1s0x346e7677bcf4a5bf:0x9a95d797da492f97!8m2!3d22.9842318!4d120.1918569!16s%2Fg%2F11b6t_kcy0!19sChIJv6X0vHd2bjQRly9J2pfXlZo?authuser=0&hl=zh-TW&rclk=1
大上海火鍋城-義華店,https://www.google.com/maps/place/%E5%A4%A7%E4%B8%8A%E6%B5%B7%E7%81%AB%E9%8D%8B%E5%9F%8E-%E7%BE%A9%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x346e04d05a32f4d5:0x34310a5ccf3bedcd!8m2!3d22.643666!4d120.334012!16s%2Fg%2F1th7knb1!19sChIJ1fQyWtAEbjQRze07z1wKMTQ?authuser=0&hl=zh-TW&rclk=1
新上海臭臭鍋益群店,https://www.google.com/maps/place/%E6%96%B0%E4%B8%8A%E6%B5%B7%E8%87%AD%E8%87%AD%E9%8D%8B%E7%9B%8A%E7%BE%A4%E5%BA%97/data=!4m7!3m6!1s0x346e0f148db9c8ad:0x477ebaaa590dc9bc!8m2!3d22.7246582!4d120.2968876!16s%2Fg%2F11rr5lhwg0!19sChIJrci5jRQPbjQRvMkNWaq6fkc?authuser=0&hl=zh-TW&rclk=1
紅妃大腸香腸,"https://www.google.com/maps/place/%E7%B4%85%E5%A6%83%E5%A4%A7%E8%85%B8%E9%A6%99%E8%85%B8/@23.0108211,120.1973612,17z/data=!3m1!4b1!4m6!3m5!1s0x346e773f8e0710b9:0x3acc78aba020f8db!8m2!3d23.0108211!4d120.1999361!16s%2Fg%2F11v1blqt7j?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
台南花園夜市 濃芝濃烤玉米,"https://www.google.com/maps/place/%E5%8F%B0%E5%8D%97%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82+%E6%BD%98%E8%8D%96%E6%BF%83%E7%83%A4%E7%8E%89%E7%B1%B3/@23.0108088,120.197443,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77f78c727d4b:0xc0f199a433a3c79!8m2!3d23.0108088!4d120.2000179!16s%2Fg%2F11f6l18jl7?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
囍館燒肉丼專門(花園夜市店),"https://www.google.com/maps/place/%E5%87%BD%E9%A4%A8+%E7%87%92%E8%82%89%E4%B8%BC%E5%B0%88%E9%96%80%EF%BC%88%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82%E5%BA%97%EF%BC%89/@23.0108421,120.1974487,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77ba200e72c5:0x7c64a9e9d17f7bf3!8m2!3d23.0108421!4d120.2000236!16s%2Fg%2F11tcs4y3hk?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
花園冠軍木瓜牛奶,"https://www.google.com/maps/place/%E8%8A%B1%E5%9C%92%E5%86%A0%E8%BB%8D%E6%9C%A8%E7%93%9C%E7%89%9B%E5%A5%B6/@23.0109436,120.1973565,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77d959e4c759:0xc64a01ea0bc99c9e!8m2!3d23.0109436!4d120.1999314!16s%2Fg%2F11kpsmbt59?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
台南花園夜市陳記麻辣鴨血魚蛋豆腐,"https://www.google.com/maps/place/%E5%8F%B0%E5%8D%97%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82%E9%99%B3%E8%A8%98%E9%BA%BB%E8%BE%A3%E9%B4%A8%E8%A1%80%E9%AD%9A%E8%9B%8B%E8%B1%86%E8%85%90/@23.010871,120.1972821,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77178544f6d9:0xc0626796c22a6d3f!8m2!3d23.010871!4d120.199857!16s%2Fg%2F11v4h976km?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
京典酵素臭豆腐-花園夜市,https://www.google.com/maps/place/%E4%BA%AC%E5%85%B8%E9%85%B5%E7%B4%A0%E8%87%AD%E8%B1%86%E8%85%90-%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e77003c687fbb:0x43220c6cfaba9388!8m2!3d23.010656!4d120.1998372!16s%2Fg%2F11x1fg3hy2!19sChIJu39oPAB3bjQRiJO6-mwMIkM?authuser=0&hl=zh-TW&rclk=1
京典酵素臭豆腐裕農店,https://www.google.com/maps/place/%E4%BA%AC%E5%85%B8%E9%85%B5%E7%B4%A0%E8%87%AD%E8%B1%86%E8%85%90%E8%A3%95%E8%BE%B2%E5%BA%97/data=!4m7!3m6!1s0x346e77d6962ba287:0x61d5dd3197a8ce32!8m2!3d22.9887022!4d120.2348248!16s%2Fg%2F11fhkmvzrq!19sChIJh6IrltZ3bjQRMs6olzHd1WE?authuser=0&hl=zh-TW&rclk=1
京典酵素臭豆腐（公休資訊請見FB粉專）,https://www.google.com/maps/place/%E4%BA%AC%E5%85%B8%E9%85%B5%E7%B4%A0%E8%87%AD%E8%B1%86%E8%85%90%EF%BC%88%E5%85%AC%E4%BC%91%E8%B3%87%E8%A8%8A%E8%AB%8B%E8%A6%8BFB%E7%B2%89%E5%B0%88%EF%BC%89/data=!4m7!3m6!1s0x346e7607bc1cdf53:0x765d54280f3e7060!8m2!3d22.9893072!4d120.1687935!16s%2Fg%2F11dzxgxky2!19sChIJU98cvAd2bjQRYHA-DyhUXXY?authuser=0&hl=zh-TW&rclk=1
花園夜市,https://www.google.com/maps/place/%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e7659ed76b0c7:0xa2380aab1510d45c!8m2!3d23.0110967!4d120.2003203!16s%2Fm%2F0cnxzw7!19sChIJx7B27Vl2bjQRXNQQFasKOKI?authuser=0&hl=zh-TW&rclk=1
延記臭豆腐,https://www.google.com/maps/place/%E5%BB%B6%E8%A8%98%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x346e765dfe2ccb11:0xe201328bc7f9a662!8m2!3d23.0106017!4d120.1994735!16s%2Fg%2F1hc5tl9b9!19sChIJEcss_l12bjQRYqb5x4syAeI?authuser=0&hl=zh-TW&rclk=1
友愛 雪之冰 港式奶茶,"https://www.google.com/maps/place/%E5%8F%8B%E6%84%9B+%E9%9B%AA%E4%B9%8B%E5%86%B0+%E6%B8%AF%E5%BC%8F%E5%A5%B6%E8%8C%B6/@23.0106319,120.197317,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77c49f1adb9d:0xbf84da0fd59dab57!8m2!3d23.0106319!4d120.1998919!16s%2Fg%2F11tjh9mmg3?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
吳記排骨酥,https://www.google.com/maps/place/%E5%90%B3%E8%A8%98%E6%8E%92%E9%AA%A8%E9%85%A5/data=!4m7!3m6!1s0x346e77004e9bad2f:0x1da4660766b1869d!8m2!3d23.0106026!4d120.199854!16s%2Fg%2F11vwqsp55n!19sChIJL62bTgB3bjQRnYaxZgdmpB0?authuser=0&hl=zh-TW&rclk=1
吳記排骨酥,https://www.google.com/maps/place/%E5%90%B3%E8%A8%98%E6%8E%92%E9%AA%A8%E9%85%A5/data=!4m7!3m6!1s0x346e77630068a2a7:0x255950c1978596d9!8m2!3d23.0041589!4d120.1908712!16s%2Fg%2F11t_swxl_9!19sChIJp6JoAGN3bjQR2ZaFl8FQWSU?authuser=0&hl=zh-TW&rclk=1
吳記排骨酥-砲校店,https://www.google.com/maps/place/%E5%90%B3%E8%A8%98%E6%8E%92%E9%AA%A8%E9%85%A5-%E7%A0%B2%E6%A0%A1%E5%BA%97/data=!4m7!3m6!1s0x346e770449e77689:0xc079b5ec49c3a50d!8m2!3d23.0202803!4d120.2449109!16s%2Fg%2F11ghqc4ggs!19sChIJiXbnSQR3bjQRDaXDSey1ecA?authuser=0&hl=zh-TW&rclk=1
