nm_name,st_name,nm_city,st_address,user_name,user_id,is_local_guide,review_count,rating_star,photo_count,time_num,time_unit,month_ago,comment,create_date,update_date
寧夏夜市,寧夏夜市-爆漿脆皮魷魚,台北市,大同區寧夏夜市第89攤 ,Xiaohui Wu,114307060486689309990,TRUE,675.0,2,2.0,1,天,0.06666666666666667,🦑一隻140。魷魚的表皮跟魷魚分離 根本沒有脆皮 難吃,2025-05-03,2025-05-04
寧夏夜市,豆花莊,台北市,大同區寧夏路49號 ,11 TOMO,100678670780477196374,TRUE,33.0,5,40.0,20,小時,0.03333333333333333,當時是平日的午餐時間，餐廳不是很忙，所以我們指著菜單點了一份三式豆花（花椰菜、芋頭和菌菇），我們兩個人分享了。 Funko 的質地非常好，我的妻子對它讚不絕口。下次我想嘗試一些配料。,2025-05-03,2025-05-04
寧夏夜市,豆花莊,台北市,大同區寧夏路49號 ,황지유,106803094088802337623,TRUE,20.0,5,27.0,20,小時,0.03333333333333333,如果您在附近，請至少嘗試一次。 靠近迪化街，就隨便逛了逛，吃了一碗爽。 芋圓和嫩豆腐泡在糖水中，味道很正宗。,2025-05-03,2025-05-04
寧夏夜市,豆花莊,台北市,大同區寧夏路49號 ,YS Chang,116048524372517649514,TRUE,1.0,5,7.0,1,天,0.06666666666666667,,2025-05-03,2025-05-04
寧夏夜市,環記麻油雞,台北市,大同區寧夏路44號 ,韋韋,102381728710190461180,TRUE,48.0,4,314.0,1,天,0.06666666666666667,料多實在 多年口味不變 專業的服務流程 來寧夏夜市必吃,2025-05-03,2025-05-04
寧夏夜市,冰霖古早味豆花,台北市,大同區民生西路210號 ,ralph yen,102989327197128113729,TRUE,115.0,4,25.0,1,小時,0.03333333333333333,天熱經過吃一碗豆花，無功無過的店家。,2025-05-03,2025-05-04
寧夏夜市,冰霖古早味豆花,台北市,大同區民生西路210號 ,Chloe Hsieh,104216750104981383830,FALSE,14.0,1,2.0,14,小時,0.03333333333333333,點餐完畢 結帳單上時間為19:32 等餐過程中， 員工曾因為叫不到號碼， 來檢查我的叫號單兩次， 原以為是生意太好， 才會等這麼久 一直到19:50 店員才確定漏單， 而櫃檯的那位先生 只告訴其他人， 你們要疊單，請不要漏單， 然後有位員工又叫我再等 最後退款是我看到手機上的訊息才知道， 沒有人告訴我。 第一次遇到服務如此差的店家， 員工基本的服務機制都沒有。 提醒等超過五分鐘的客人， 不需要客氣，直接上前詢問,2025-05-03,2025-05-04
寧夏夜市,冰霖古早味豆花,台北市,大同區民生西路210號 ,take i (T-take),106765191543054391561,TRUE,208.0,5,1.0,1,天,0.06666666666666667,簡單又美味 有傳統，有豆漿，選擇傳統  NT$65（300日圓）+2種配料,2025-05-03,2025-05-04
寧夏夜市,冰霖古早味豆花,台北市,大同區民生西路210號 ,Chargi Liao,104457615517069679144,TRUE,77.0,4,819.0,1,天,0.06666666666666667,,2025-05-03,2025-05-04
寧夏夜市,冰霖古早味豆花,台北市,大同區民生西路210號 ,Alexander Tu,104131666792625645182,TRUE,38.0,5,172.0,1,天,0.06666666666666667,從小吃到大。。。讚,2025-05-03,2025-05-04
寧夏夜市,冰霖古早味豆花,台北市,大同區民生西路210號 ,Kate Lee,107026103016617897917,TRUE,3.0,4,7.0,1,天,0.06666666666666667,,2025-05-03,2025-05-04
寧夏夜市,寧夏夜市-林振櫂燒麻糬,台北市,大同區寧夏路97號攤位 ,Grace Chen,110539755180825366252,TRUE,118.0,4,1.0,1,天,0.06666666666666667,,2025-05-03,2025-05-04
寧夏夜市,劉芋仔蛋黃芋餅,台北市,大同區寧夏路091攤位 ,陳德沅 Tiffany,118112485410128097317,TRUE,369.0,5,1.0,1,天,0.06666666666666667,蛋黃芋餅 $35  寧夏路人氣芋餅，以前都大排長龍，現在隊伍變的比較短了，不用等太久，太棒了👏  蛋黃芋餅依舊很好吃，芋頭泥包覆著完整的鹹蛋黃+肉鬆，咬起來很紮實，鹹甜鹹甜的滋味，超好吃😋,2025-05-03,2025-05-04
寧夏夜市,劉芋仔蛋黃芋餅,台北市,大同區寧夏路091攤位 ,Ting,108668089825903739295,TRUE,300.0,3,506.0,1,天,0.06666666666666667,偏小顆，不過價格不貴，當天吃比較好吃，蛋黃的比純芋泥好吃，冷到壓了會出不少的油,2025-05-03,2025-05-04
寧夏夜市,劉芋仔蛋黃芋餅,台北市,大同區寧夏路091攤位 ,C L,115621632197243827971,TRUE,32.0,1,27.0,1,天,0.06666666666666667,一星是因為我問女生員工兩款差別，他只說一個甜一個鹹，買了才發現一個是全芋泥，一個是肉鬆加蛋黃加芋泥，希望他們招牌可以解釋更詳細，這樣客人就不用買了不喜歡的品項。 全芋泥吃起來非常普通，加肉鬆蛋黃的可以試一次，以後不會再買了。,2025-05-03,2025-05-04
寧夏夜市,劉芋仔蛋黃芋餅,台北市,大同區寧夏路091攤位 ,Xiaohui Wu,114307060486689309990,TRUE,675.0,3,2.0,1,天,0.06666666666666667,芋頭餡 是好吃的 。芋頭球又很軟又油 加蛋黃的蛋黃也硬硬 排隊人潮擁擠,2025-05-03,2025-05-04
寧夏夜市,蚵仔煎大王,台北市,大同區寧夏路56號 ,黃立同,106506560609339782200,FALSE,10.0,1,1.0,1,天,0.06666666666666667,蚵仔煎很脆口 很有層次 蛋殼跟蚵仔的沙吃起來很有驚喜感,2025-05-03,2025-05-04
寧夏夜市,馥陽鍋貼水餃專賣店,台北市,大同區寧夏路26-2號 ,NYLY JOJO,114033463017612485434,TRUE,69.0,5,8.0,1,天,0.06666666666666667,微鹹的湯和蝦餛飩很精緻。,2025-05-03,2025-05-04
寧夏夜市,林記麻辣臭豆腐,台北市,大同區寧夏路70號寧夏夜市攤位 ,陳思盈,104473959043294497902,TRUE,57.0,5,21.0,10,小時,0.03333333333333333,我最愛的麻辣臭豆腐了～湯真的超好喝 豆腐真的超入味！！而且裡面有小魚干加香菇 認真寧夏夜市必吃 啊鴨血不行🤣,2025-05-03,2025-05-04
寧夏夜市,詹記鷄脚翅,台北市,大同區民生西路231號 ,emily,112518774157630001990,TRUE,390.0,4,6.0,19,小時,0.03333333333333333,速度很快。 加辣，但感覺不到什麼辣度😅 花干有一次買，回家吃超級鹹 昨天買就還好。,2025-05-03,2025-05-04
寧夏夜市,賴雞蛋蚵仔煎,台北市,大同區民生西路198之22號 ,Crt Msvc,104943546901432995113,TRUE,99.0,5,55.0,11,小時,0.03333333333333333,蠻喜歡的蚵仔煎,2025-05-03,2025-05-04
寧夏夜市,賴雞蛋蚵仔煎,台北市,大同區民生西路198之22號 ,美魔貝拉,101068468759843525317,TRUE,97.0,5,203.0,13,小時,0.03333333333333333,這家才是第一名好吃！！！！！！！夜市裡的那家到底哪裡好吃我不懂超普到不行 賴才是真的好吃👍,2025-05-03,2025-05-04
寧夏夜市,賴雞蛋蚵仔煎,台北市,大同區民生西路198之22號 ,蕭慶士,100401040103166299289,TRUE,94.0,3,588.0,15,小時,0.03333333333333333,不難吃，價錢顛覆我對夜市的想像,2025-05-03,2025-05-04
寧夏夜市,賴雞蛋蚵仔煎,台北市,大同區民生西路198之22號 ,賴振民,100020568653109927445,TRUE,1.0,5,19.0,1,天,0.06666666666666667,蚵仔煎好吃 豬肝湯很不錯,2025-05-03,2025-05-04
寧夏夜市,賴雞蛋蚵仔煎,台北市,大同區民生西路198之22號 ,古今東西,108989025761321127961,TRUE,606.0,5,1.0,1,天,0.06666666666666667,如果你來這個夜市，你一定不能錯過這個地方！,2025-05-03,2025-05-04
寧夏夜市,山東赤肉蒸餃,台北市,大同區寧夏路050攤位 ,huilan,113317004326518853127,TRUE,373.0,4,1.0,22,小時,0.03333333333333333,一籠100元10顆，皮Q餡多，不用沾醬就很夠味了，加辣椒醬更加分，店內提供的辣椒醬是不會辣的，單價頗高，水準以上,2025-05-03,2025-05-04
寧夏夜市,阿桐阿寶四神湯,台北市,大同區民生西路153號 ,林郭全,109954682872882961561,TRUE,9.0,5,2.0,1,天,0.06666666666666667,,2025-05-03,2025-05-04
寧夏夜市,料理長胡椒蝦,台北市,大同區寧夏路005攤位 ,Envy Lee,107883679548813945956,TRUE,671.0,5,1.0,19,小時,0.03333333333333333,巨巨巨好吃 胡椒蝦屬於偏濕潤 很夠味,2025-05-03,2025-05-04
寧夏夜市,鴻記鐵板燒蔥餅捲,台北市,大同區寧夏路85號攤位 ,李世明,111360034214705472107,FALSE,3.0,1,3.0,10,小時,0.03333333333333333,這個餅，點了打抛豬口味，辣又死鹹，不知道在吃什麼。,2025-05-03,2025-05-04
寧夏夜市,寧夏禺買の壽司屋,台北市,大同區寧夏路26-1號 ,Y Y,105098908075664916945,FALSE,8.0,5,2.0,1,天,0.06666666666666667,,2025-05-03,2025-05-04
寧夏夜市,金雞畝舒肥脆皮塩水雞寧夏夜市寧夏店,台北市,大同區民生西路202號 ,Yung Chang,105535367932677204480,TRUE,21.0,5,11.0,13,小時,0.03333333333333333,本來以為評分那麼高是不是有活動使然，結果不是！闆娘人超好又親切 重點是雞肉好吃（又很多！）小菜也是入味、調味剛剛好，重點是份量很大，200元四分之一雞+六樣小菜，一個人根本吃不完！ 下次還要去買～,2025-05-03,2025-05-04
寧夏夜市,瑪吉臭豆腐,台北市,大同區寧夏路80號 ,柯筑鈞,112543715800597675307,FALSE,7.0,5,2.0,13,小時,0.03333333333333333,,2025-05-03,2025-05-04
寧夏夜市,瑪吉臭豆腐,台北市,大同區寧夏路80號 ,Shaun Ho,112377168912727298083,TRUE,23.0,5,1.0,20,小時,0.03333333333333333,非常有趣的臭豆腐。外皮炸得很脆，但裡面卻很軟。強烈推薦的地方！,2025-05-03,2025-05-04
寧夏夜市,瑪吉臭豆腐,台北市,大同區寧夏路80號 ,nesta chung,103583078260128301995,FALSE,2.0,5,1.0,1,天,0.06666666666666667,世一炸臭豆腐，味道濃，我都係過2條街嗅到過來，油炸師父出力去打走去油，又鬆脆又不油膩，內裡又白滑，真係要大推，台灣又有間一定要出的臭豆腐,2025-05-03,2025-05-04
寧夏夜市,慈音古早味阿婆飯糰,台北市,大同區民生西路198號 ,D S,117794267926679695118,TRUE,71.0,5,112.0,19,小時,0.03333333333333333,忘記拍照了，每個飯糰50元。 您可以選擇是否要吃辣。 裡面是炸麵包和鹹菜。 雖然和便利商店買的兩個飯糰的體積差不多，但是口感很好，很美味，所以肚子餓的時候推薦給大家。,2025-05-03,2025-05-04
寧夏夜市,慈音古早味阿婆飯糰,台北市,大同區民生西路198號 ,S IU,109370882236932660410,TRUE,2.0,4,24.0,1,天,0.06666666666666667,2025.04 一、飯糰呈橢圓形，實測直徑與長度約6.5*10.6公分，糯米飯粒粒分明，內餡有油條、蘿蔔乾、酸菜、肉鬆，油條色澤金黃，口感軟而不韌，蘿蔔乾微脆，和酸菜都不會過鹹，肉鬆也有到位，整體比以往不油，味道比以前好。 二、可用多元行動支付付款。  2022.11 飯糰已漲到一個50元。  2021.01 1.糯米飯比以前少油，吃來較清爽，整個飯糰似乎比以前小了一點。週四晚上20:17到，有1人排隊，比以前好買多了。 2.可用手機付款(街口支付、悠遊付)，很方便。  2017.08 1.比一般飯糰稍大一點，糯米飯Q勁不錯，包酸菜、蘿蔔乾、肉鬆、油條，特色是可選擇辣度，天冷時加辣，吃起來味道更好也更開胃。 2.平日最少都有20幾人排隊，若沒碰到大量購買者，多一個人大約多排一分鐘。不定期休息，先看店家臉書才不會白跑一趟。只在晚上營業，幾個月前在士林夜市也增加銷售點，現在是兩個攤位營業了。,2025-05-03,2025-05-04
寧夏夜市,太春小館海鮮餐廳,台北市,大同區寧夏路81號 ,游勝豐,113230172378066277933,TRUE,9.0,5,9.0,14,小時,0.03333333333333333,,2025-05-03,2025-05-04
寧夏夜市,太春小館海鮮餐廳,台北市,大同區寧夏路81號 ,John Pan (An Ko John),115109873366966353800,TRUE,96.0,4,71.0,1,天,0.06666666666666667,,2025-05-03,2025-05-04
寧夏夜市,太春小館海鮮餐廳,台北市,大同區寧夏路81號 ,婉慈Mika,114582773471752570718,TRUE,154.0,4,647.0,1,天,0.06666666666666667,香煎豬肝超好吃,2025-05-03,2025-05-04
寧夏夜市,暴暴龍迷你火鍋城,台北市,大同區寧夏路58號 ,Rick Yang,100501743088888378372,TRUE,27.0,5,300.0,1,天,0.06666666666666667,,2025-05-03,2025-05-04
寧夏夜市,郭董十全藥燉排骨,台北市,大同區寧夏路58號 ,Jeff Simon,111674434204701899250,TRUE,24.0,2,24.0,15,小時,0.03333333333333333,感謝各位評分大大幫大部分避雷  真的單純來吃飯懶得排隊，看起來其他評價很差，所以價格低於100的幾道湊一湊當一餐  平心而論價格是觀光夜市會有的價格，一開始想給3星，但飯煮的真心難吃所以扣1,2025-05-03,2025-05-04
寧夏夜市,郭董十全藥燉排骨,台北市,大同區寧夏路58號 ,陳德沅 Tiffany,118112485410128097317,TRUE,369.0,5,1.0,22,小時,0.03333333333333333,蚵仔煎 $80 藥燉排骨湯 $100  與黑蒜火鍋共用同店面，冷氣滿涼的，有時人多需要等候座位，不會等太久，大概10-15分鐘！菜單很豐富，大多數人都點 蚵仔煎、炒飯、藥燉排骨湯這三樣！  蚵仔煎：麵糊滿好吃的，有Q度，而且底面都有煎至酥脆恰恰，蚵仔確實有點小顆，很像縮水的小朋友，若是大顆的會更對得起價格，或是小顆多給幾顆也行！醬料滿好吃的，甜鹹適中，整體不錯。  藥燉排骨湯：帶骨排骨給很多，肉質有些帶油質，有些稍微乾柴，兩種肉搭配吃，整體還不錯，滿滿的膠質，啃骨肉很爽。湯頭則有濃郁的藥膳味道，喝起來滿補的，不曉得能否加(續)湯就是了。,2025-05-03,2025-05-04
寧夏夜市,古早味糖葫蘆,台北市,大同區寧夏路061號攤位 ,郭佳欣,103490345111632756032,FALSE,6.0,1,1.0,12,小時,0.03333333333333333,老奶奶態度超差！ 跟朋友三個人一起買，買了四隻，因為三個人而且都要帶回家，所以就是要分開都要裝袋子，結果就被老闆娘罵說太浪費了吧！現在都提倡環保，別人都拿袋子跟她裝，別人都拿著走，我是不能臨時來而且只有跟你買所以沒袋子裝嗎？我還三個人都在現場，就真的要每個人一份帶回家，又不是一個人要分三袋，現場還跟她對不起嘛！因為我們就真的三個人都要帶回家啊！我也不想浪費啊！最後她還真的只願意給兩個袋子！心想那可以另外收錢啊！不然就都不要給嘛！後來也覺得很莫名其妙所以跟她說沒關係以後不會再來買了！她也回說隨便妳啊！真的是把我整天的好心情抹滅了！以前來寧夏夜市都會買，現在我真的再也不會來了！ 根本連一顆星都不值得，態度決定一切！,2025-05-03,2025-05-04
寧夏夜市,秋雲潤餅,台北市,大同區寧夏路043攤位 ,蕭慶士,100401040103166299289,TRUE,94.0,3,588.0,16,小時,0.03333333333333333,潤餅,2025-05-03,2025-05-04
寧夏夜市,柴寮仔米苔目,台北市,大同區寧夏路78號 ,陳麒任,100944133257080957468,TRUE,13.0,5,4.0,1,天,0.06666666666666667,,2025-05-03,2025-05-04
寧夏夜市,芋頭太郎 TARO TARO,台北市,大同區寧夏路60號 ,孔群樵,116071056472198052758,FALSE,1.0,1,1.0,1,天,0.06666666666666667,吃到酸掉的花生，跟店員反應，店員只有淡淡的回應：幫妳們換一碗。過程中沒有任何人表示歉意或是說明是否有補償措施，處理態度不優  換新的豆花裡面有頭髮，雖說我自己也不確定頭髮的來源，但針對花生的部分我覺得衛生可能還需要加強一下，個人感覺不太好，我想之後不會再來,2025-05-03,2025-05-04
寧夏夜市,芋頭太郎 TARO TARO,台北市,大同區寧夏路60號 ,Pei Ru Wu,113054681485427688770,FALSE,9.0,1,3.0,1,天,0.06666666666666667,以前很愛甚至回訪好幾次還外帶離開 今天去吃卻在一碗160元的芋頭牛奶豆花裡吃到酸掉的花生 告知詢問店家是否為當天現煮的花生後，店員試吃一口花生也面有難色，馬上把整桶花生料放到洗手槽，對於我們也僅說幫我們換一碗新的，對於單價偏高的一碗豆花連一聲道歉不好意思都沒有甚至也未有任何補償 新的一碗上來還是有一根頭髮在料裡面，本來今天滿心期待要再去回訪，今天被店家衛生和服務員態度差和弄得都沒食慾,2025-05-03,2025-05-04
寧夏夜市,芋頭太郎 TARO TARO,台北市,大同區寧夏路60號 ,趙品庠,109043333261885267029,FALSE,2.0,5,2.0,1,天,0.06666666666666667,以前就覺得很棒,2025-05-03,2025-05-04
寧夏夜市,芋頭太郎 TARO TARO,台北市,大同區寧夏路60號 ,Alen Su,104026553487382624995,FALSE,13.0,5,4.0,1,天,0.06666666666666667,熱熱的夏天，芒果冰就是爽,2025-05-03,2025-05-04
寧夏夜市,芋頭太郎 TARO TARO,台北市,大同區寧夏路60號 ,路人豪,101381039499515610750,TRUE,16.0,5,2.0,1,天,0.06666666666666667,乾淨好吃推薦,2025-05-03,2025-05-04
寧夏夜市,三元號魯肉飯,台北市,大同區重慶北路二段11號 ,Heureak,109511417655324231884,TRUE,11.0,5,14.0,10,小時,0.03333333333333333,,2025-05-03,2025-05-04
寧夏夜市,三元號魯肉飯,台北市,大同區重慶北路二段11號 ,張小玲,118133104526108432795,TRUE,243.0,3,1.0,21,小時,0.03333333333333333,傳統美食 吃回憶 位置有點擠 翻桌速度快,2025-05-03,2025-05-04
寧夏夜市,大橋頭筒仔米糕 重慶店,台北市,大同區重慶北路二段113號 ,梅森,113132544101934829512,TRUE,46.0,4,2.0,21,小時,0.03333333333333333,,2025-05-03,2025-05-04
寧夏夜市,大橋頭筒仔米糕 重慶店,台北市,大同區重慶北路二段113號 ,丁莉奈,107768183961957343991,TRUE,173.0,5,1.0,1,天,0.06666666666666667,很好吃的米糕 豬肝蚵仔湯  辣蘿蔔還有賣一瓶170六瓶990  最近漲價囉，一瓶180😃,2025-05-03,2025-05-04
寧夏夜市,大橋頭筒仔米糕 重慶店,台北市,大同區重慶北路二段113號 ,Zui Yong Poong,106383253221499283299,TRUE,245.0,5,928.0,1,天,0.06666666666666667,好吃的米糕,2025-05-03,2025-05-04
寧夏夜市,童年木瓜牛奶（寧夏店）114號攤,台北市,大同區寧夏路114號攤位（全家便利商店對面 ,Joyce Lim,114306834103372851451,TRUE,679.0,5,5.0,11,小時,0.03333333333333333,甜美爽口，中盃80元台幣。現場新鮮製作。,2025-05-03,2025-05-04
寧夏夜市,香連鐵板料理,台北市,大同區寧夏路16號 ,soonnam Park,103993897083152053769,FALSE,7.0,3,7.0,6,小時,0.03333333333333333,,2025-05-03,2025-05-04
寧夏夜市,香連鐵板料理,台北市,大同區寧夏路16號 ,Zachary Wu,110786372538517827048,FALSE,7.0,5,1.0,15,小時,0.03333333333333333,推薦來這裡用餐！服務又快又好！,2025-05-03,2025-05-04
寧夏夜市,香連鐵板料理,台北市,大同區寧夏路16號 ,4how Sun,111803745174222729846,TRUE,36.0,5,6.0,1,天,0.06666666666666667,原煎雞腿好吃、酸梅湯好喝！  五星評論送「洋蔥醬油蛋」,2025-05-03,2025-05-04
寧夏夜市,香連鐵板料理,台北市,大同區寧夏路16號 ,Chu,106336195868552341486,FALSE,9.0,5,3.0,1,天,0.06666666666666667,上次偶然經過就很想吃吃看，今天特地來一試果然沒讓人失望🤭,2025-05-03,2025-05-04
寧夏夜市,香連鐵板料理,台北市,大同區寧夏路16號 ,鄭詠心,107356372440501154271,FALSE,4.0,5,1.0,1,天,0.06666666666666667,香連鐵板燒已經吃過很多次，真的非常好吃！,2025-05-03,2025-05-04
寧夏夜市,福穎商行 潤餅製造所Taiwanese Burrito,台北市,大同區寧夏路5號 ,ting yi jiang,103442484675101404792,FALSE,1.0,4,1.0,1,天,0.06666666666666667,吃蠻多次的，但紙袋很難用，而且皮太薄每次吃到一半就會全部瓦解😮‍💨😮‍💨期待他換包裝的一天～,2025-05-03,2025-05-04
寧夏夜市,福穎商行 潤餅製造所Taiwanese Burrito,台北市,大同區寧夏路5號 ,筑婷,105557983539847006050,TRUE,68.0,3,97.0,1,天,0.06666666666666667,跟傳統潤餅不太一樣 松阪豬很軟嫩 但整體酸菜味道太搶戲了 個人口味不是很喜歡,2025-05-03,2025-05-04
寧夏夜市,蔡家嘉義火雞肉飯,台北市,大同區寧夏路48號 ,u he,109597388374926335173,TRUE,28.0,1,8.0,14,小時,0.03333333333333333,阿桑一下說排隊站前面一下又叫後退 是來吃飯還是來跳舞？,2025-05-03,2025-05-04
寧夏夜市,蔡家嘉義火雞肉飯,台北市,大同區寧夏路48號 ,賴竑邑,118234817457059201099,FALSE,10.0,1,5.0,17,小時,0.03333333333333333,內用雞腿便當的飯量少的有夠離譜，吃了5口就沒了，比一碗火雞肉飯還少，雞腿肉超少幾乎都在啃骨頭，下次不會再來，吃了一個寂寞,2025-05-03,2025-05-04
寧夏夜市,大烹小饌｜精緻台客中式料理,台北市,大同區民生西路146-1號 ,王筑樺,107638313289205625764,TRUE,86.0,5,11.0,36,分鐘,0.03333333333333333,,2025-05-03,2025-05-04
寧夏夜市,一品臭豆腐,台北市,大同區寧夏路 ,Jerry Yu (Jerry Yu),112435904558825334751,FALSE,16.0,1,16.0,1,天,0.06666666666666667,icashpay上衣店員心不在焉，Order完瞧你一眼然後假裝沒聽到，還沒吃先氣到飽飽，直接離席，真是謝謝招待。,2025-05-03,2025-05-04
寧夏夜市,阿川蚵仔麵線,台北市,大同區民生西路198-17號 ,偉陳,117067246500020585494,FALSE,3.0,4,3.0,16,小時,0.03333333333333333,,2025-05-03,2025-05-04
寧夏夜市,阿川蚵仔麵線,台北市,大同區民生西路198-17號 ,해인,101567822242614279907,FALSE,4.0,5,8.0,1,天,0.06666666666666667,真的很好吃！ ！如果加一點蒜醋和紅辣椒油味道會更好！能夠迎合韓國人的口味！ ！每個人都很友善，感覺很舒適，甚至更好。,2025-05-03,2025-05-04
寧夏夜市,甘記燒仙草飲料店,台北市,大同區寧夏路30之4號 ,南和寿,115996655252794107263,TRUE,3.0,3,27.0,15,小時,0.03333333333333333,既然來到台灣，想嚐嚐芒果雪糕，看看有沒有芒果賣，就去了冰贊，但是太晚了，他們關門了，就來這裡了。嗯...這就是我們享用草本果凍的地方。 工作人員的客戶服務很好！,2025-05-03,2025-05-04
寧夏夜市,現打西瓜汁(寧夏夜市),台北市,大同區寧夏路70-58號號 第126攤 ,李銘達,105359650601609548148,FALSE,6.0,1,1.0,10,小時,0.03333333333333333,,2025-05-03,2025-05-04
寧夏夜市,現打西瓜汁(寧夏夜市),台北市,大同區寧夏路70-58號號 第126攤 ,guazad,105258805341030904602,FALSE,5.0,1,5.0,10,小時,0.03333333333333333,大概只有汁沒有西瓜其他都冰 盤,2025-05-03,2025-05-04
寧夏夜市,現打西瓜汁(寧夏夜市),台北市,大同區寧夏路70-58號號 第126攤 ,李欣恬,108953078703937296564,FALSE,7.0,1,1.0,10,小時,0.03333333333333333,女店員態度超差口氣真的可以再差一點^ _ ^,2025-05-03,2025-05-04
寧夏夜市,現打西瓜汁(寧夏夜市),台北市,大同區寧夏路70-58號號 第126攤 ,nn lee,102542681138548952064,FALSE,11.0,1,11.0,10,小時,0.03333333333333333,女店員態度超差不知道欠他幾百萬,2025-05-03,2025-05-04
寧夏夜市,現打西瓜汁(寧夏夜市),台北市,大同區寧夏路70-58號號 第126攤 ,Meiya Hsu,110913868205464123869,FALSE,14.0,1,2.0,1,天,0.06666666666666667,心心念念的西瓜汁，但有三分之二杯的冰塊！ 有夠難過的💔 …,2025-05-03,2025-05-04
